id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,mistral7b-bench_Value,mistral7b-bench_Ref,mistral7b-bench_ValCorrect,mistral7b-bench_RefScore,mistral7b-bench_NACorrect,mixtral-8x22b-bench_Value,mixtral-8x22b-bench_Ref,mixtral-8x22b-bench_ValCorrect,mixtral-8x22b-bench_RefScore,mixtral-8x22b-bench_NACorrect,mixtral-8x7b-bench_Value,mixtral-8x7b-bench_Ref,mixtral-8x7b-bench_ValCorrect,mixtral-8x7b-bench_RefScore,mixtral-8x7b-bench_NACorrect,olmoe-1b7b-bench_Value,olmoe-1b7b-bench_Ref,olmoe-1b7b-bench_ValCorrect,olmoe-1b7b-bench_RefScore,olmoe-1b7b-bench_NACorrect,phi3-mini-bench_Value,phi3-mini-bench_Ref,phi3-mini-bench_ValCorrect,phi3-mini-bench_RefScore,phi3-mini-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen3b-bench_Value,qwen3b-bench_Ref,qwen3b-bench_ValCorrect,qwen3b-bench_RefScore,qwen3b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q074,How many metric tons of CO2 were emitted by OpenAI's API requests in January 2024?,is_blank,is_blank,is_blank,tCO2e,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""morrison2025""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,Unable to answer with confidence based on the provided documents.,"[""morrison2025"", ""luccioni2025c"", ""dodge2022""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,2.1,"[""morrison2025""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True
q076,"What are the reported GHG emissions (tCO2e) from the pre-training process for Meta's Llama 3 family of models, and how does this compare to the 'five cars' estimate?",11390,['luccioni2025c'],Quote,tCO2e,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,"11,390","[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,,[],False,0.0,True,11390,"[""luccioni2025c"", ""morrison2025""]",True,0.5,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,40,"[""luccioni2025c""]",False,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True
q077,"By what factor did the explosive growth in AI drive the increase in AI training infrastructure capacity at Facebook over the 1.5 year period, from Yr1-Q1 (Year 1, Quarter 1) to Yr2-Q2 (Year 2, Quarter 2) between 2019 and 2021?",2.9,['wu2021a'],"Figure, Quote",multiplier,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,is_blank,"[""wu2021a""]",False,1.0,True,,[],False,0.0,True,2.9,"[""wu2021a"", ""cottier2024""]",True,0.5,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True
q079,How many miles is the Earth from the Sun?,is_blank,is_blank,is_blank,miles,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""han2024""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,7096,"[""han2024""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,5580,"[""han2024"", ""patterson2021""]",True,0.0,False
q080,True or False: The AlphaGo program defeated the human Go champion.,1,['stone2022'],Quote,is_blank,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022"", ""stone2022"", ""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True
q081,What is the name of the batching strategy that reduces idle GPU time by dynamically replacing completed requests with new ones?,Continuous batching,['fernandez2025'],Quote,is_blank,Continuous batching,"[""fernandez2025""]",True,1.0,True,is_blank,"[""fernandez2025""]",False,1.0,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""fernandez2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,Continuous batching,"[""fernandez2025"", ""jegham2025""]",True,0.5,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,is_blank,"[""fernandez2025""]",False,1.0,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,1,"[""fernandez2025""]",False,1.0,True
q082,"How many H100 GPU hours were required for the entire JetMoE-8B alignment process, which includes both dSFT and dDPO fine-tuning?",60,['shen2024'],Quote,H100 GPU hours,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,,[],False,0.0,True,60,"[""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024"", ""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True
q083,"In the offline workload experiment with a 100 TPS SLO, the Max-Performance policy selected an instance that was what percentage more expensive than the one selected by InferSave?",26.7,['kim2025'],Quote,percent,26.7,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,26.67,"[""kim2025""]",False,1.0,True,,[],False,0.0,True,280,"[""kim2025""]",False,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",False,1.0,True,26.7,"[""kim2025""]",True,1.0,True,1.41,"[""kim2025""]",False,1.0,True
q084,"The most carbon-intensive model identified in a 2024 study, stable-diffusion-xl-base-1.0, produces how many grams of CO2eq per 1,000 inferences?",1594,['luccioni2024'],Quote,g CO2eq,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,,[],False,0.0,True
q085,"What is the range of GPU energy usage for performing 1,000 inference queries, based on the models listed in a 2025 study's appendix?","[0.06,3,426]",['luccioni2025c'],Quote and Table 2,Wh,0.06 to 3426,"[""luccioni2025c""]",False,1.0,True,is_blank,"[""rubei2025""]",False,0.0,True,"0.06 to over 3,426 Wh","[""luccioni2025c""]",False,1.0,True,is_blank,"[""jegham2025""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,0.06 to over 3426,"[""luccioni2025c""]",False,1.0,True,"0.06 Wh to over 3,426 Wh","[""luccioni2025c""]",False,1.0,True,"0.06 Wh to over 3,426 Wh","[""luccioni2025c""]",False,1.0,True,3426,"[""rubei2025"", ""luccioni2025c""]",False,0.5,True,0.06 to 3426,"[""luccioni2025c""]",False,1.0,True,0.06-3426,"[""luccioni2025c""]",False,1.0,True
q086,"True or False: Researchers believe that a universal, one-size-fits-all approach to AI ethics and sustainability can be developed.",0,['luccioni2025b'],Quote,is_blank,0,"[""luccioni2025b""]",True,1.0,True,1,"[""luccioni2025b""]",False,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,is_blank,"[""luccioni2025b""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True
q087,What was the gross carbon intensity of energy according to the U.S. average mix in 2021?,0.429,['patterson2021'],Quote,kg of CO2e/KWh,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""USE21""]",True,0.0,True,,[],False,0.0,True,0.429,"[""patterson2021"", ""USE21""]",True,0.5,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True
q088,What decentralized PyTorch-based framework was used to enable distributed spot instance training across clouds and continents?,Hivemind,['erben2023'],Quote,is_blank,Hivemind,"[""erben2023""]",True,1.0,True,is_blank,"[""erben2023""]",False,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,Hivemind,"[""erben2023""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,1,"[""erben2023""]",False,1.0,True
q089,What is the proposed term for expanding transparency in AI to include socio-technical aspects and the societal/environmental footprint of a system?,Social transparency,['luccioni2025b'],Quote,is_blank,Social transparency,"[""luccioni2025b""]",True,1.0,True,Sustainable Transparency,"[""luccioni2025b""]",False,1.0,True,Social transparency,"[""luccioni2025b""]",True,1.0,True,Social transparency,"[""luccioni2025b""]",True,1.0,True,,[],False,0.0,True,Social transparency,"[""luccioni2025b""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,Social transparency,"[""luccioni2025b""]",True,1.0,True,is_blank,"[""luccioni2025b""]",False,1.0,True,Social transparency,"[""luccioni2025b""]",True,1.0,True,1,"[""luccioni2025b""]",False,1.0,True
q090,"In classification experiments on German public administration texts, which model using sentence embeddings achieved the highest accuracy?",Linear Embedding,['zschache2025'],Linear Embedding outperformed all LLMs in accuracy while being highly energy-efficient,is_blank,traditional linear model using pre-trained sentence embeddings,"[""zschache2025""]",False,1.0,True,1,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,,[],False,0.0,True,1,"[""zschache2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,linear model with sentence embeddings,"[""zschache2025"", ""zschache2025"", ""zschache2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1,"[""zschache2025""]",False,1.0,True,traditional linear model using pre-trained sentence embeddings,"[""zschache2025""]",False,1.0,True,1,"[""zschache2025""]",False,1.0,True
q092,"What is the name of the LLM inference system developed in the 2025 Chen et al. paper, which uses model-attention disaggregation?",Lamina,['chen2024'],Quote,is_blank,Lamina,"[""chen2024""]",True,1.0,True,is_blank,"[""chen2024""]",False,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,1,"[""chen2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,is_blank,"[""chen2024""]",False,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,is_blank,"[""chen2024""]",False,1.0,True
q093,How many parameters does the largest T5 model have?,11000000000,['patterson2021'],Quote,parameters,is_blank,"[""is_blank"", ""morrison2025""]",False,0.0,True,103,"[""morrison2025""]",False,0.0,True,13,"[""morrison2025""]",False,0.0,True,is_blank,"[""dodge2022""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,13 billion,"[""morrison2025""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,1300000000000,"[""102""]",False,0.0,True,is_blank,"[""morrison2025""]",False,0.0,True,13 billion,"[""morrison2025"", ""patterson2021""]",False,0.5,True
q094,What is the total number of parameters in the JetMoE-8B model?,8000000000,['shen2024'],Quote,parameters,8B,"[""shen2024""]",True,1.0,True,8B,"[""shen2024""]",True,1.0,True,8B,"[""shen2024""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,8,"[""shen2024""]",False,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8B,"[""shen2024""]",True,1.0,True,8B,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",False,1.0,True,8B,"[""shen2024""]",True,1.0,True,8B,"[""[ref_id=shen2024]""]",True,0.0,True
q095,By what percentage did Google's data center water consumption increase from 2021 to 2022?,20,['li2025b'],Quote,percent,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True,is_blank,"[""li2025b""]",False,1.0,True,,[],False,0.0,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b"", ""luccioni2025a""]",True,0.5,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True
q096,What is the name of the emissions metric defined as 'CO₂ emissions per unit of electricity consumed' in the framework for evaluating energy-efficient large language models?,Carbon Intensity,['khan2025'],Quote,is_blank,Carbon Intensity,"[""khan2025""]",True,1.0,True,is_blank,"[""chung2025""]",False,0.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""chung2025,khan2025,jegham2025,patterson2021,rubei2025""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,is_blank,"[""chung2025""]",False,0.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,1,"[""[ref_id=khan2025]""]",False,0.0,True
q097,"In the final growth stage of the FLM-101B training, what was the achieved FLOPs utilization percentage?",52.88,['li2025a'],Table 2,percent,52.88,"[""li2025a""]",True,1.0,True,52.88%,"[""li2025a""]",False,1.0,True,52.88,"[""li2025a""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True
q098,What were the estimated amortized training costs for OpenAI's GPT-4?,40000000,['cottier2024'],Quote,USD,40000000,"[""cottier2024""]",True,1.0,True,is_blank,"[""xia2024""]",False,0.0,True,100000000,"[""xia2024""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,1,"[""cottier2024"", ""li2025b""]",False,0.5,True,40,"[""cottier2024""]",False,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,100000000,"[""xia2024""]",False,0.0,True,40000000,"[""cottier2024""]",True,1.0,True,40,"[""[ref_id=xia2024]""]",False,0.0,True
q099,"Compared to a CPU server baseline, by what factor can full-stack optimization (including platform-level caching, GPU acceleration, and algorithmic changes) reduce the operational carbon footprint of a Transformer-based universal translation model?",810,['wu2021a'],Quote,multiplier,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,810,"[""wu2021a""]",True,1.0,True,800,"[""wu2021a""]",False,1.0,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True
q100,What fraction of local throughput was achieved for NLP when training was spread across four continents instead of remaining local?,0.59,['erben2023'],2.15/3.67=0.59,multiplier,0.59,"[""erben2023""]",True,1.0,True,41,"[""erben2023""]",False,1.0,True,41,"[""erben2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,0.59,"[""erben2023""]",True,1.0,True,59,"[""erben2023""]",False,1.0,True,0.59,"[""erben2023""]",True,1.0,True,41,"[""erben2023""]",False,1.0,True,0.59,"[""erben2023""]",True,1.0,True,41,"[""erben2023""]",False,1.0,True
q101,How many liters of water were returned to communities from Amazon's replenishment projects in 2023?,3500000000,['amazon2023'],Quote,liters,3500000000,"[""amazon2023""]",True,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,3.5 billion,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3.5B,"[""amazon2023"", ""amazon2023"", ""amazon2023""]",True,1.0,True,3.5 billion,"[""amazon2023""]",False,1.0,True,3.5B,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True
q103,"True or False: using custom tags with one-shot, zero-shot, and few-shots techniques in source code completion tasks can reduce energy consumption of LLMs.",1,['rubei2025'],Quote,is_blank,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,,[],False,0.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,0,"[""rubei2025""]",False,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True
q104,"As reported in a 2025 paper, how many data center GPUs did NVIDIA ship in the year 2024?",3700000,['luccioni2025a'],Quote,GPUs,3.7,"[""luccioni2025a""]",False,1.0,True,is_blank,"[""luccioni2025a""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,3.76,"[""luccioni2025a""]",False,1.0,True,,[],False,0.0,True,3760000000,"[""luccioni2025a"", ""luccioni2025a"", ""luccioni2025a""]",False,1.0,True,3700000,"[""luccioni2025a""]",True,1.0,True,3.7 million,"[""luccioni2025a""]",False,1.0,True,3.7 million,"[""luccioni2025a""]",False,1.0,True,1,"[""luccioni2025a""]",False,1.0,True,3.7,"[""luccioni2025a""]",False,1.0,True,,[],False,0.0,True
q107,"What percentage of the total amortized hardware and energy cost, on average, is attributed to AI accelerator chips?",44,['cottier2024'],Quote,percent,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True
q108,What is the Power Usage Effectiveness (PUE) for Facebook's data centers?,1.1,['wu2021a'],Quote,PUE,1.10,"[""wu2021a"", ""wu2021b""]",True,0.5,True,1.10,"[""wu2021a""]",True,1.0,True,1.10,"[""wu2021a""]",True,1.0,True,1.10,"[""wu2021a"", ""wu2021b""]",True,0.5,True,,[],False,0.0,True,1.10,"[""wu2021a"", ""wu2021b"", ""ebert2024"", ""patterson2021""]",True,0.25,True,1.10,"[""wu2021a""]",True,1.0,True,1.10,"[""wu2021a"", ""wu2021b""]",True,0.5,True,1.10,"[""wu2021a"", ""wu2021b""]",True,0.5,True,1.10,"[""wu2021a""]",True,1.0,True,1.10,"[""wu2021a""]",True,1.0,True,,[],False,0.0,True
q109,"What is the acronym of the Finnish project that proposed integrating ethics, sustainability, design, and foresight for inter-disciplinary governance of AI systems?",ETAIROS,['luccioni2025b'],Quote,is_blank,ETAIROS,"[""luccioni2025b""]",True,1.0,True,is_blank,"[""luccioni2025b""]",False,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True
q110,What were the estimated amortized training costs for Google's Gemini Ultra?,30000000,['cottier2024'],Quote,USD,30000000,"[""cottier2024""]",True,1.0,True,is_blank,"[""cottier2024""]",False,1.0,True,is_blank,"[""cottier2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,is_blank,"[""cottier2024""]",False,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,is_blank,"[""cottier2024""]",False,1.0,True
q111,True or False: The AI Act requires providers of GPAI models with systemic risk to conduct risk assessments that include environmental risks.,1,['ebert2024'],Quote,is_blank,1,"[""ebert2024""]",True,1.0,True,,[],False,0.0,True,1,"[""ebert2024""]",True,1.0,True,1,"[""ebert2024""]",True,1.0,True,,[],False,0.0,True,1,"[""ebert2024"", ""ebert2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1,"[""ebert2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,0,"[""ebert2ml""]",False,0.0,True,1,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",False,1.0,True
q112,What is the EPA's recently tightened primary standard for the annual average limit of PM2.5?,9,['han2024'],Quote,µg/m³,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,,[],False,0.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True
q113,A life cycle assessment found that one Amazon Kindle e-reader produces the same amount of CO2 as how many physical print books?,115,['luccioni2025a'],Quote,books,115,"[""luccioni2025a""]",True,1.0,True,17,"[""luccioni2025a""]",False,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,,[],False,0.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,,[],False,0.0,True
q114,"According to a recent study on the public health impacts of AI, by what factor could the per-household health burden from air pollutants in the most affected, economically-disadvantaged communities exceed that in less-impacted communities?",200,['han2024'],Quote,multiplier,200,"[""han2024""]",True,1.0,True,is_blank,"[""han2024""]",False,1.0,True,200,"[""han2024""]",True,1.0,True,is_blank,"[""han2024""]",False,1.0,True,,[],False,0.0,True,200,"[""han2024"", ""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True
q115,What was the energy consumption of the DS Llama 70B model for inference on the FKTG dataset?,702.06,['zschache2025'],This was the highest recorded energy consumption across all models tested,Wh,702.06,"[""zschache2025""]",True,1.0,True,is_blank,"[""rubei2025""]",False,0.0,True,702.06,"[""samsi2024""]",True,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,is_blank,"[""rubei2025"", ""zschache2025""]",False,0.5,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True
q116,"According to the 2022 paper by Dodge et al., what is the total number of parameters in the large language model they analyzed?",6100000000,['dodge2022'],Quote,parameters,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""schwartz2019""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,13000000000000,"[""schwartz2019"", ""morrison2025""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,Unable to answer with confidence based on the provided documents.,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,150000000,"[""schwartz2019""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,350000000,"[""is_blank""]",False,0.0,True
q117,"What phenomenon is described as technological progress improving efficiency, which then results in increased usage and overall resource consumption?",Jevons paradox,['luccioni2025b'],Quote,is_blank,Jevons' Paradox,"[""jegham2025"", ""luccioni2025a"", ""morrison2025""]",False,0.0,True,1,"[""luccioni2025a"", ""jegham2025""]",False,0.0,True,Jevons' Paradox,"[""morrison2025""]",False,0.0,True,1,"[""jegham2025""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""morrison2025""]",False,0.0,True,Jevons’ Paradox,"[""morrison2025"", ""luccioni2025a"", ""jegham2025""]",False,0.0,True,Jevons' Paradox,"[""morrison2025"", ""luccioni2025a"", ""jegham2025""]",False,0.0,True,is_blank,"[""morrison2025"", ""luccioni2025a""]",False,0.0,True,Jevons' Paradox,"[""morrison2025"", ""luccioni2025a"", ""jegham2025""]",False,0.0,True,1,"[""jegham2025"", ""morrison2025"", ""luccioni2025a""]",False,0.0,True
